

Test Vectors (password, salt, output) with t_cost=4 and m_cost=16
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000040000000000000000000000000000000000000000,8F1696BF3E972CA794BC3FA2F65D30FFDC1CCF9C75631C1369D88EE68EB848CA
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000050000000000000000000000000000000000000000,71C9DEEBC479A2993E523E3F66CB83E11B0923F65C2A0DE5C6CFDF3F67A04A12
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000060000000000000000000000000000000000000000,92FE2F02BC3FD773D6174A3F705E57887A15732280E6AD7596A2FF126E2B7385
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000070000000000000000000000000000000000000000,CE9573F8A2D2D0E0F1CB14E905A3E9B56DB03F3182E9F37E937DE10C9681DF95
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000080000000000000000000000000000000000000000,ABAECF65481CED7F2BE822B6616E0D23E8C195A1AE057FE319B5D9A45372AFA9
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000090000000000000000000000000000000000000000,07141AC814A88285F022FD99481E60DDFF577E7C6955CE0D885CDE33BA284ADA
0000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000A0000000000000000000000000000000000000000,96CB10C5EEF90E8891ABC11796E8196F38DB1BDED7A373254057BF9D01073BA6
0000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000B0000000000000000000000000000000000000000,0B5EFA7E20D8A64D80D0BF94D7AD59F7ECE417836B9141D57175B14A902E54FA
0000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000C0000000000000000000000000000000000000000,259F8D52458CF28D2B7EDB338EB6933CB7718980CDF28160723977A2013215C1
0000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000D0000000000000000000000000000000000000000,31D675D6631793ADF9CABA2A60A73272ABEB7575AB0B2B2569A83A1851A5984F
0000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000E0000000000000000000000000000000000000000,675B91ED5F88A73312098886EB3FB909DD0D666CEAC740485AC4E0A3A1958197
0000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000F0000000000000000000000000000000000000000,E80EE589A58D2608D7C5FCEBEED14EA243202317E63486F8127479367A7BBE4E
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000100000000000000000000000000000000000000000,8BCD6FDC7C6907D066E5DBF2C4326C05AAA2B990618722A4D289904A3DD018F9
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000110000000000000000000000000000000000000000,0983D2117FA2449188C3FDC2E278CCA78C74EB9B5E83181551D0B4F56EDAC361
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000120000000000000000000000000000000000000000,E215767C2DEE16E4B7D2D22B406B04A2EA012EE2FC343AE30355B1DF84F8B9C6
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000130000000000000000000000000000000000000000,A7FDAFCC3BFE592FE547095DE6296C56D3B29FADDE67AAF46FD78541B96584BF
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000140000000000000000000000000000000000000000,E3D8EDE496D1406E89AAE43D4AFE4F38550D475A153E5A6525C33956BDBCCA09
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000150000000000000000000000000000000000000000,B2D16561996C58E97747BBA24F2296A62DEEC46FA1292A93272B40C7008D3B4A
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000160000000000000000000000000000000000000000,BF8CCA43C55BF22B2207DFC35C102458F5536DE49B42F3998A286EF92F828B3B
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000170000000000000000000000000000000000000000,6733A139CFD4B27B4C9A85BA3B83F41E283018148BE7BED815CF3FB12937BEA1
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000180000000000000000000000000000000000000000,F1B4D4D8C6F6FB837ACD1DD052A8F53F92D5D7045FBF84CB7AD365F770A8C103
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000190000000000000000000000000000000000000000,D3CC41DC722F188D24704AE1BCE42B243F9D5FA54BA5640037B6F739E95900BA
0000000000000000000000000000000000000000000000000000000000000000,00000000000000000000001A0000000000000000000000000000000000000000,6E079A52C193FE48451C4E48A4E243DF0CA7DCE3C23F924832D7913EA730D42F
0000000000000000000000000000000000000000000000000000000000000000,00000000000000000000001B0000000000000000000000000000000000000000,F31E28DDAAC1F850663D960AC382D14BAB911E278A99D327AD97D8C86335BBB8
0000000000000000000000000000000000000000000000000000000000000000,00000000000000000000001C0000000000000000000000000000000000000000,2043E6831B724DE303D98BF7EC5B87466BAD4749824C31B4AA63CECF683A0FC4
0000000000000000000000000000000000000000000000000000000000000000,00000000000000000000001D0000000000000000000000000000000000000000,406288B4658350BBD493BF7E4D1E8BE59EEE19B72A475FAA520D8765A11AC3BC
0000000000000000000000000000000000000000000000000000000000000000,00000000000000000000001E0000000000000000000000000000000000000000,E7D4BFDA9AEB178D2CD1F9993E70051ACDB757EE36362A34887CB9AF77D98EE6
0000000000000000000000000000000000000000000000000000000000000000,00000000000000000000001F0000000000000000000000000000000000000000,1D0767A43E082F94D66D677A5727344255140181B30CBADA337EBCFD2FCEB7EC
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000200000000000000000000000000000000000000000,CD5B10322419886D3EA9597FB09F47C5DB2D921BC6472F1EF0336D94D611E0FF
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000210000000000000000000000000000000000000000,947D7ED0723C2BA052EC4A71062898360DB23957921D6EC189C23F70ECB8ABF5
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000220000000000000000000000000000000000000000,8BC426997E71FA5DB05138FA253F048E8E633DDF77BFDB0A3126855D47073867
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000230000000000000000000000000000000000000000,07F3C0C4128391828BCDF90FF1D286B82F73AD865D0B266201140994341EFD00
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000240000000000000000000000000000000000000000,7F4304E8EF19D2CD1E3AD8DB34892E579639A8F34E4E8244D35086CB53840E5F
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000250000000000000000000000000000000000000000,530C0EC2CD06331CDF534EB4D067C89CA27FCFE3CC21FDAAD0D5BC1A0B6F681F
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000260000000000000000000000000000000000000000,97D7EEE4EBB8FB3763837C222642C1600AB5969B48551B7DBA4CE0A4FD7878DA
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000270000000000000000000000000000000000000000,377415219B6A0070B5822DC2617A925413CC92E57FA717ED4C2B8B55EAEAFC54
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000280000000000000000000000000000000000000000,E5BD806C2C022B07D9AA08CA377665AD4C52E5386EB82198A71C75BF45AD46EA
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000290000000000000000000000000000000000000000,6AB4D9BE9FC360EB0D3929DA1E8249955F75328C830CF6B31D3E17200F831ED4
0000000000000000000000000000000000000000000000000000000000000000,00000000000000000000002A0000000000000000000000000000000000000000,1652CA6C9D39A86488095AF788608016E8A47C29BE6BE91FAA0F7A5C0B333766
0000000000000000000000000000000000000000000000000000000000000000,00000000000000000000002B0000000000000000000000000000000000000000,D33378DA61F91482A9E313CCD8B8AF1CCF2B5C067C3CD5B66946CC7814488DF4
0000000000000000000000000000000000000000000000000000000000000000,00000000000000000000002C0000000000000000000000000000000000000000,F18DD8C5FDE782DD3D075298F45C5963EC4B5A940056A2BB6D168ED0B1BB265E
0000000000000000000000000000000000000000000000000000000000000000,00000000000000000000002D0000000000000000000000000000000000000000,7D6829B65C7F17A0FAAF0DE8464021D344EC948F6DE8DAF1A37C4786E54CFBB5
0000000000000000000000000000000000000000000000000000000000000000,00000000000000000000002E0000000000000000000000000000000000000000,DC57140EEE869BADAF12EDB65F22483B74DA5CB0A96FD2F771AEBCC07CAE2D5D
0000000000000000000000000000000000000000000000000000000000000000,00000000000000000000002F0000000000000000000000000000000000000000,D6262A132547B73CE4FC76FAFA89C606FFDCB69D8EAB278DA4DFB958B71394FE
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000300000000000000000000000000000000000000000,618AEC68759A9D17202508BE1F102878BEABA5668E8FCD32C3A77A56FF8775DB
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000310000000000000000000000000000000000000000,67506767828DF0BF126DFBCC05D0D77582A1720FF818FA7C6E671452485F238C
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000320000000000000000000000000000000000000000,0B308AB9C394DA3CF0A05223B2F01392702685C2987170C1AAA5732E93D75CD7
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000330000000000000000000000000000000000000000,EBE370CE3329C74312F4F02CFB2C65AFC389110F8746A4D0AC9BDB5F65EA585E
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000340000000000000000000000000000000000000000,334EBB5FAE48F1B9AE74062AB43BE7AC9070D73DCE18AFC4350553ED014C6C2E
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000350000000000000000000000000000000000000000,851A275A5ED8BA6906C3C2A097C75471143485A2112FEF52463CA10BC1F9F66F
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000360000000000000000000000000000000000000000,A5C203DB7E70C3DA598C79F06921DE351A3F4D9AA506A13DCD411A285766FDF5
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000370000000000000000000000000000000000000000,6E61DF67BBDD56723D9A55099953368D8E15D570343DDBB0A188554B615DE09E
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000380000000000000000000000000000000000000000,A340D5AD6531338666354CD0F7CC2FEAA236408D127B4E6511F0719311AD8FBB
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000390000000000000000000000000000000000000000,DB83F599D7222FC77616EE157A8E28111C42A81C70815B71F665A81A0F97FAD0
0000000000000000000000000000000000000000000000000000000000000000,00000000000000000000003A0000000000000000000000000000000000000000,E4A0BC1251FCFE1D68CA5C78788BCB4181425936D6E52E12C9ACDF633F1877C6
0000000000000000000000000000000000000000000000000000000000000000,00000000000000000000003B0000000000000000000000000000000000000000,C7344395D92A948066D9DC4398DCDC6A0B201146ED644F4D6A14D3299FE8D8FF
0000000000000000000000000000000000000000000000000000000000000000,00000000000000000000003C0000000000000000000000000000000000000000,963E6D41BEF219A1149893433A38DA2065A288BF5E2E4D30EB598398A72B35C1
0000000000000000000000000000000000000000000000000000000000000000,00000000000000000000003D0000000000000000000000000000000000000000,36DB60EC7F77A985320EBEC1C8F57F1BE6F3BA130F84F041BF7B138747AD2FFB
0000000000000000000000000000000000000000000000000000000000000000,00000000000000000000003E0000000000000000000000000000000000000000,0B148E0CEFF2D69C4AC713C009772A467D88384F9C53D002191F7761251C81AA
0000000000000000000000000000000000000000000000000000000000000000,00000000000000000000003F0000000000000000000000000000000000000000,7F9206F51B27E262B88CE9DA55A8F689EF8BE93BEC745CF3ED5861838C2AA489
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000400000000000000000000000000000000000000000,FB9964C5472D33786491353B0F7CCF1D1B3D5AE540B7625873F6E0AC16280490
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000410000000000000000000000000000000000000000,824B6F964DF18D4709B2983296B0E7CED69689B36A9DDA9A50782B05C707540B
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000420000000000000000000000000000000000000000,2F81C6F4AF8DD236C31E63C70B1F152C29866706B0DE8490F3782FF0CB0BCBE1
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000430000000000000000000000000000000000000000,7AFE67B9D70CFD7AD94E6C3003DA0EBD4A4123333F386BCB7A4A8C3CF4CA835C
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000440000000000000000000000000000000000000000,1AFD6712708640006143EB3145CAE7D154E3B70A33389CAFE58E670A0AD29D18
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000450000000000000000000000000000000000000000,9752F637655F693682A7BD3E0F4EA720E19F3C18E35C8A78FEB86E8BF3480DD8
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000460000000000000000000000000000000000000000,6609F4EBA4FFDFA9B13F17B961E4B059CD9EC235D1C7F266F4615C83CAB1ED9B
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000470000000000000000000000000000000000000000,E2FE8B17A079118646E068C15D0AEE988C4EF739F442484320E21844F38817D8
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000480000000000000000000000000000000000000000,5276E3151CA5F9888B2D89E4DFFD0EF26B8BB23E68610B6403EF05936A0935DF
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000490000000000000000000000000000000000000000,F229CE3CA35BBE80A4FC0B9A60D87E47F273F999AD8FA6B4B57251B11D9000EC
0000000000000000000000000000000000000000000000000000000000000000,00000000000000000000004A0000000000000000000000000000000000000000,197ABDF6C470722C28925B42FCE9D19FCA2C5EB586514C2CEA7528184CAF6AA6
0000000000000000000000000000000000000000000000000000000000000000,00000000000000000000004B0000000000000000000000000000000000000000,049EDB410E7D0BAEE248D4024DBA7D38C0C9E3CED3544D271779535D82E841F0
0000000000000000000000000000000000000000000000000000000000000000,00000000000000000000004C0000000000000000000000000000000000000000,8839E2922CC395321E1744C01A931EBE0D60E8973509178D737E371110B23F7D
0000000000000000000000000000000000000000000000000000000000000000,00000000000000000000004D0000000000000000000000000000000000000000,72E485ADACDC1D5D0A4CF50BF781826283186C74EC44D870B33180C6337241DA
0000000000000000000000000000000000000000000000000000000000000000,00000000000000000000004E0000000000000000000000000000000000000000,ABECDA5CFEB18B752FBA8A6879F87B2106B2531E0B10BB90AC9418E9E1248C29
0000000000000000000000000000000000000000000000000000000000000000,00000000000000000000004F0000000000000000000000000000000000000000,C7BBF5DC785198A4B408CF49B0A9A798CE492BD3CFD8A72CE9FF7509B58E480F
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000500000000000000000000000000000000000000000,56307FDBE05DC3A6702609F900C3DE131E21B71C60C9F2CA3BC36B33CB06BEC1
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000510000000000000000000000000000000000000000,E9607C199ACC6DC235F0B430C5ED919EADAEEA0060A676EF978C219E26B9D376
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000520000000000000000000000000000000000000000,81D0F8E7784EBFFDE2F218236B8949D18B2444A5D3FAE192C750F4D708D33007
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000530000000000000000000000000000000000000000,1371463AF1F3796FB71AD575B76C3589FEBA2E8ACD6482BB77773E9D459BA51F
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000540000000000000000000000000000000000000000,8335884896C2C4F9159B2DA805C5D9FE308B2D4E63046B7957712CC7AD5EF948
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000550000000000000000000000000000000000000000,A29EC6EB756AD774D4977B629D0CCC5B6DE7C8C2DC39D6C958A4216EAC8A9E8F
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000560000000000000000000000000000000000000000,E3826B6D3455F09CE33C39D41165C0966BD4FC0C9D696EC8AA06547A79542372
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000570000000000000000000000000000000000000000,B3DE86841DC7F31665D01E9D4F2D4B697F4424D5FF5A93980E2607D193524F9B
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000580000000000000000000000000000000000000000,E4DCF3284B95DF5E9B623F7239970847FB7FA9E3233E280822CFFBEE82AAFD8F
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000590000000000000000000000000000000000000000,2755FC625A3033BFBF7FA8DC06B01BBA6354517C5367BA316D55FC8ACB85C9E5
0000000000000000000000000000000000000000000000000000000000000000,00000000000000000000005A0000000000000000000000000000000000000000,E9B55BED10B9C74C753287EA35D373C6EE8AC75797713E1E32A3754BA344B678
0000000000000000000000000000000000000000000000000000000000000000,00000000000000000000005B0000000000000000000000000000000000000000,4825025F78245AA67D750DADFE0F0D05B01B26D2F1E92F3987D88BFF3344A482
0000000000000000000000000000000000000000000000000000000000000000,00000000000000000000005C0000000000000000000000000000000000000000,8F406EA7A597615281E78258DB282E18D13E8919F7AA1BCB5513B705C021A751
0000000000000000000000000000000000000000000000000000000000000000,00000000000000000000005D0000000000000000000000000000000000000000,ABE93E2AFC21C1C3C36A7B58161D676062981B650638E5752D2261CD8F9C2915
0000000000000000000000000000000000000000000000000000000000000000,00000000000000000000005E0000000000000000000000000000000000000000,64DF97EE1842D981A2FD5C1DA89E18B6B857E8A31A1B9EEA4AC31BAD91B08EF8
0000000000000000000000000000000000000000000000000000000000000000,00000000000000000000005F0000000000000000000000000000000000000000,57F3A125914B8800688B780F15E5DF55F3913934C334B17D7E0652175A3A4C71
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000600000000000000000000000000000000000000000,381B79D65A4A3B0DDB331375439164A4FEC2E37EE6AC194791AD84366CDB079D
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000610000000000000000000000000000000000000000,ABC61C6BE77F91A29FE6C8F9140220C86A48015C2F482BE41A6B6FDBDC74E5B9
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000620000000000000000000000000000000000000000,EC4521AF7DFDA74EF6586541E2C085DDBFFF2ECC4826D17F59B0E6DC3348E890
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000630000000000000000000000000000000000000000,ADBFFFF87CD8D592A697EC0BC85C12EA9C643E92740D5D0EB442594076AE0F8B
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000640000000000000000000000000000000000000000,51532D885B4C82B66C4BD9469817088A2C9CC0FFD893F9F7062890AD36CCB1F3
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000650000000000000000000000000000000000000000,CA270766CDA526BE44EFD459A645350D591CEC4478DB4578207113480345F788
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000660000000000000000000000000000000000000000,CB57C63767175E759A08DECC4202DDFB3C2E8CFDD38E0DF00335C26FC7CC38C4
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000670000000000000000000000000000000000000000,408126C4D7E1B6EDBB5F57AE9F5C5B62D5ED411043BF83C83EEFB88A99FA7779
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000680000000000000000000000000000000000000000,973ED533E27E7C07DA08DDA728F43E4E192DD59C279E6EE7684DC93D7EDCB73D
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000690000000000000000000000000000000000000000,72A46D4C9DB40CC3C76C03904510C92565E673CE5F3DEA8F50744FB79E013402
0000000000000000000000000000000000000000000000000000000000000000,00000000000000000000006A0000000000000000000000000000000000000000,4B87119CF5D5200A4A6B5F3B5154B2754D5905C978C86BE255C1231D9DA099C1
0000000000000000000000000000000000000000000000000000000000000000,00000000000000000000006B0000000000000000000000000000000000000000,C640F59E4881B5AB0BEA52F0E2ECAED70A7518AB51FE051D0B1A77E37596EBD1
0000000000000000000000000000000000000000000000000000000000000000,00000000000000000000006C0000000000000000000000000000000000000000,CC11A9444AC9C8CD216DC91F6685444BD2D35F17379B6199532D5D2BD8D79B8C
0000000000000000000000000000000000000000000000000000000000000000,00000000000000000000006D0000000000000000000000000000000000000000,5CC313DFCB99036C6441563AF0D64BE655C50A1249E1DEE3804F4931F3928353
0000000000000000000000000000000000000000000000000000000000000000,00000000000000000000006E0000000000000000000000000000000000000000,F7F568C5B414F7DFD68F38EFE68A1CF66E4D9C2E013B458EE57C915027FE3701
0000000000000000000000000000000000000000000000000000000000000000,00000000000000000000006F0000000000000000000000000000000000000000,5701D04C314ADF78341AD1F4D1B2C530B772859CCE7B5674266438FE157F9865
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000700000000000000000000000000000000000000000,97A85BC60BEC53819311458FAC195D4880E7D0C3BDB593FD86565AEA6545CA6C
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000710000000000000000000000000000000000000000,2C7A5742A8C81CCA08D1041BF0B2926F6C31A55DD60BB7FE333AC52300CCDF96
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000720000000000000000000000000000000000000000,FCB8E2C271C9B499ADC793FCD1F361711BB6F3F14A5B8683B283189A150DED0B
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000730000000000000000000000000000000000000000,00B5B62238421D35D55155A8784F43FB5D8A1B526CB06542D4580FB636C7D6DA
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000740000000000000000000000000000000000000000,FF6D2D0727D6E1F1585A14ECABB1BD463CBB6C260B246300DC77F0E85324A02D
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000750000000000000000000000000000000000000000,4C351DC0A127F406C4358D996E171D4318C8A1C27A05BCFF215CB9950BBFC6B8
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000760000000000000000000000000000000000000000,FF7E1FD5D3351EE0953C100EA04CB91E2D0B0F28EB19ADCF6F42FB3FDBD4011E
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000770000000000000000000000000000000000000000,12D694484B029DB49C44BA367BD2D90C471BBB361CD55F3AE094F77AD46E062B
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000780000000000000000000000000000000000000000,2D3E80ADE0CF9113FD42534E92C2767EF76F7F6FD03B8DB147A3BAE01E2CDCF4
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000790000000000000000000000000000000000000000,E91B62A95429BF851644D4E445D9FA5BE35A7D9F621BC7A2E16771F92BCEDF0F
0000000000000000000000000000000000000000000000000000000000000000,00000000000000000000007A0000000000000000000000000000000000000000,091518219949F1B6FF89318766E676193590F3DF75B4FCF2EC4E5E2D51B74EDF
0000000000000000000000000000000000000000000000000000000000000000,00000000000000000000007B0000000000000000000000000000000000000000,EE0F4FD0E9C80A05B10214EF23DBCB59E88865AFB6695FCEA007092082A94DEA
0000000000000000000000000000000000000000000000000000000000000000,00000000000000000000007C0000000000000000000000000000000000000000,B5643A701F9B8922DF92EC61C1D5A1DFB7B913DB5CF59A1143A084DB52D4F46B
0000000000000000000000000000000000000000000000000000000000000000,00000000000000000000007D0000000000000000000000000000000000000000,586115670D1E429695734C03B424EE3DA7C3B293334A6CAFDFA1FEC13AD13EEB
0000000000000000000000000000000000000000000000000000000000000000,00000000000000000000007E0000000000000000000000000000000000000000,E6E5DD19D9520B0A514F30450EEE27DB25114754791B07C07FD9F831674211BE
0000000000000000000000000000000000000000000000000000000000000000,00000000000000000000007F0000000000000000000000000000000000000000,6629C90F7A342F3333BF2CB9FF33DA60C0B3FF376427C5270B18DEA9AD530BE0
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000800000000000000000000000000000000000000000,0770648467063BF7C153A7814056726899B188CC7C8847DB6754BB010F10D7FC
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000810000000000000000000000000000000000000000,64AC5FCD2841045B00A40077F71893454CE81D8FD690310ADEB6AC14E795E088
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000820000000000000000000000000000000000000000,19DA69134222ACC02C78B289B62B1787BEE8006D15ADDE51D0BFF7BBE2CF2282
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000830000000000000000000000000000000000000000,FFEC564CA3C82C640865ECE53F51B6B2F72DF8D2120B0A3346FFE29438218DAD
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000840000000000000000000000000000000000000000,642C172F0CE4E38263D9655D07CDC77831F3E4B03783AF0CCCBC319ACDB7E103
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000850000000000000000000000000000000000000000,FB64D5DA8594649DE0D300899CBCF9C85A36177697C2D78A3BA99857FADE0F1D
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000860000000000000000000000000000000000000000,7D0025F499A61B85B32D38FEB6E98FDE69001CFE8D9B0B86004953AA971BF0AF
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000870000000000000000000000000000000000000000,39DC3B665B6942D8F727C5D8550A8BC4DC04D98B8FF0F2AE70F94BCF39F286E0
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000880000000000000000000000000000000000000000,8AB238E311A3EF261D21CC78F50B509925E511D319D090438FBD3C950D59EE8E
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000890000000000000000000000000000000000000000,ACD918D3E0CB4BE7CC11E408856FE1605DE7A24B3E39AE544A5CDB303B702B2F
0000000000000000000000000000000000000000000000000000000000000000,00000000000000000000008A0000000000000000000000000000000000000000,DD7D68AFB934076585461045BFEE9BCD797115BE697B18B0045171C9A94BFD08
0000000000000000000000000000000000000000000000000000000000000000,00000000000000000000008B0000000000000000000000000000000000000000,B8D8D422EEDF1FF8F4A982239DA82077FE852CB04F9A06EACB74B594EDCFDF17
0000000000000000000000000000000000000000000000000000000000000000,00000000000000000000008C0000000000000000000000000000000000000000,FFE14434718FCFBCBA85044012791B4BAE6CC837D767D7ABC7DB4B213245222F
0000000000000000000000000000000000000000000000000000000000000000,00000000000000000000008D0000000000000000000000000000000000000000,ECB44CAEB3A02770802D003BBF43F7E9552657D2D51CD20686FC625DA9D3AEC2
0000000000000000000000000000000000000000000000000000000000000000,00000000000000000000008E0000000000000000000000000000000000000000,4E6EB65794E90BE4D49EB18CF38F51C4DD98E43CABC1642FDC3BDA727F6E0E7C
0000000000000000000000000000000000000000000000000000000000000000,00000000000000000000008F0000000000000000000000000000000000000000,516C4BB2BBE420A10285FAB3ED95290D8C9DE0B24BE7C4FC57AC5F1F0D67BC7E
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000900000000000000000000000000000000000000000,65A46E32F94F0E9E2B9B11EEB3FC34E7E081CAE0FFF3B3289014A1476462DF78
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000910000000000000000000000000000000000000000,17994DF4E326BCDABD8B3B09EC6BD6C71A24D9F509F16333FE5B5067699A903D
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000920000000000000000000000000000000000000000,3113E53AC668DA60EECFE6D23F0192378B89CC26D77068FDB80C48BE4BC50523
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000930000000000000000000000000000000000000000,9AC29CA76D29F0F9B06BA25B050F978946E694821BAFCED7127AA93FD69C6F00
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000940000000000000000000000000000000000000000,76F02CBAAA2B79C48AC614238F1B6CBDEBAB4185D980C0F2E752A9B2174D92F4
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000950000000000000000000000000000000000000000,931EE36D189AECE461CF09EE833F89DF557C4A5DA84A79C62E3FB8A8191F2DA8
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000960000000000000000000000000000000000000000,1D9B0CCE08D06C2216489098F3CCDDCA13C81DC1F34E0E822831B3B868ACA3E9
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000970000000000000000000000000000000000000000,A01EB67D60EF439B67E0912CD9C5344B8EB37DBA7900408863005AC10282EC47
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000980000000000000000000000000000000000000000,096F94D9D0F23A309AB8D59F89793FA2F04CF945E0669004E2D5E07FB1EF6C1C
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000990000000000000000000000000000000000000000,4411536E942E0CF1F578D8227F65BFCEF9C916F546D519FFE87674171B775A64
0000000000000000000000000000000000000000000000000000000000000000,00000000000000000000009A0000000000000000000000000000000000000000,2F9161A46CE093159D86E717661BB0C00EECF6B9698397CE749EEC3509D981B9
0000000000000000000000000000000000000000000000000000000000000000,00000000000000000000009B0000000000000000000000000000000000000000,E91FBF0B4BB3DEA6158B9CBBCD340D303A11D70FAD0205C198B657C45EB23FFD
